Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT103313,Over-speeding,907,Punjab,2032-01-27,22:56,Scooter,Green,2003,Gujarat,44,Female,Learner,10,Cloudy,Wet,OFF2925,Highway Patrol,Valid,1,N/A,N/A,Red,80,107,0.33,Negative,No,Yes,Not Paid,No,3,Fine Paid On Spot
VLT103314,Wrong Parking,4756,Delhi,2032-01-28,07:43,Bike,Grey,1999,Delhi,67,Male,Four-Wheeler,2,Rainy,Dry,OFF8588,RTO,Valid,1,No,N/A,Yellow,60,120,0.34,Positive,Yes,Yes,Card,Yes,3,
VLT103315,No Helmet,1530,Karnataka,2032-01-29,12:14,Scooter,Silver,2000,Delhi,46,Male,Four-Wheeler,1,Foggy,Under Construction,OFF6293,Traffic Police,Suspended,3,No,N/A,Red,80,106,0.06,Negative,No,No,Cash,No,1,First Violation
VLT103316,Over-speeding,4212,Uttar Pradesh,2032-01-30,17:20,Truck,Blue,2002,Delhi,44,Other,Heavy Vehicle,3,Foggy,Dry,OFF7776,Highway Patrol,Valid,2,Yes,N/A,Yellow,30,52,0.23,Negative,No,Yes,Cash,Yes,0,
VLT103317,No Helmet,746,Punjab,2032-01-31,10:15,Car,Blue,2004,Karnataka,75,Male,Four-Wheeler,4,Cloudy,Slippery,OFF9392,Traffic Police,Suspended,5,No,Yes,Green,50,64,0.13,Negative,Yes,No,Online,Yes,0,First Violation
VLT103318,Driving Without License,474,Delhi,2032-02-01,07:39,Truck,Silver,2013,Delhi,24,Female,Two-Wheeler,4,Foggy,Potholes,OFF3634,Highway Patrol,Expired,4,No,No,Yellow,60,29,0.27,Negative,Yes,Yes,Online,Yes,2,Fine Paid On Spot
VLT103319,Using Mobile Phone,1120,Punjab,2032-02-02,05:01,Truck,Black,2023,Uttar Pradesh,60,Female,Heavy Vehicle,4,Clear,Under Construction,OFF6310,Highway Patrol,Expired,4,No,Yes,Red,60,71,0.39,Negative,Yes,No,Cash,No,1,First Violation
VLT103320,Drunk Driving,2230,Delhi,2032-02-03,06:03,Bike,Black,2002,Uttar Pradesh,75,Other,Two-Wheeler,6,Clear,Potholes,OFF1405,Highway Patrol,Expired,1,N/A,No,Green,50,36,0.28,Negative,No,No,Card,No,3,Repeat Offender
VLT103321,Signal Jumping,504,Uttar Pradesh,2032-02-04,03:45,Car,Silver,2007,Uttar Pradesh,59,Male,Two-Wheeler,6,Rainy,Dry,OFF4550,Highway Patrol,Expired,5,N/A,Yes,Green,80,97,0.19,Positive,Yes,No,Online,Yes,0,Repeat Offender
VLT103322,No Seatbelt,1010,Delhi,2032-02-05,13:18,Car,Red,1997,Maharashtra,22,Other,Two-Wheeler,4,Foggy,Potholes,OFF2275,Highway Patrol,Expired,5,No,No,Yellow,100,28,0.29,Positive,No,No,Cash,No,4,Repeat Offender
VLT103323,Overloading,1055,Uttar Pradesh,2032-02-06,01:35,Truck,Grey,2016,Gujarat,45,Other,Commercial,6,Clear,Slippery,OFF7117,Traffic Police,Valid,2,Yes,No,Yellow,50,59,0.48,Negative,No,Yes,Cash,No,4,Repeat Offender
VLT103324,Overloading,3697,Karnataka,2032-02-07,03:45,Bike,Green,2002,Karnataka,59,Female,Two-Wheeler,7,Dust Storm,Slippery,OFF3560,Highway Patrol,Valid,3,No,Yes,Yellow,50,47,0.1,Positive,Yes,No,Not Paid,Yes,4,First Violation
VLT103325,Signal Jumping,3610,Uttar Pradesh,2032-02-08,07:49,Car,Yellow,2010,Uttar Pradesh,39,Female,Learner,7,Rainy,Potholes,OFF7675,Traffic Police,Suspended,3,N/A,No,Red,50,84,0.29,Negative,No,Yes,Card,Yes,4,Fine Paid On Spot
VLT103326,No Helmet,2697,Delhi,2032-02-09,01:28,Bus,Red,2002,Maharashtra,28,Other,Two-Wheeler,9,Dust Storm,Slippery,OFF7046,Traffic Police,Valid,1,N/A,Yes,Red,40,100,0.24,Not Conducted,Yes,No,Not Paid,Yes,1,First Violation
VLT103327,No Seatbelt,4918,Delhi,2032-02-10,11:47,Auto Rickshaw,Silver,2010,Punjab,72,Male,Learner,9,Cloudy,Dry,OFF4217,Local Police,Expired,4,No,No,Yellow,30,31,0.21,Positive,Yes,Yes,Not Paid,Yes,3,Fine Paid On Spot
VLT103328,Wrong Parking,3574,Maharashtra,2032-02-11,07:16,Bike,Silver,2008,Maharashtra,35,Other,Two-Wheeler,9,Cloudy,Wet,OFF5943,Traffic Police,Suspended,5,No,No,Green,100,110,0.14,Negative,Yes,No,Cash,Yes,5,First Violation
VLT103329,Driving Without License,3678,Punjab,2032-02-12,18:16,Bus,Red,2023,Tamil Nadu,64,Female,Commercial,2,Clear,Wet,OFF5314,RTO,Suspended,5,N/A,N/A,Yellow,50,75,0.05,Negative,No,No,Card,Yes,5,Fine Paid On Spot
VLT103330,Wrong Parking,1210,Tamil Nadu,2032-02-13,04:58,Bike,Red,2017,Punjab,22,Female,Heavy Vehicle,5,Cloudy,Wet,OFF2081,Local Police,Suspended,5,N/A,No,Red,40,93,0.2,Positive,No,No,Not Paid,Yes,3,Fine Paid On Spot
VLT103331,No Helmet,4573,Gujarat,2032-02-14,18:46,Bus,Yellow,2022,Delhi,24,Male,Heavy Vehicle,9,Dust Storm,Wet,OFF6961,Highway Patrol,Suspended,3,No,Yes,Yellow,100,112,0.45,Negative,No,Yes,Not Paid,Yes,0,Repeat Offender
VLT103332,Wrong Parking,4260,West Bengal,2032-02-15,03:14,Truck,Yellow,2017,Delhi,68,Male,Four-Wheeler,8,Rainy,Dry,OFF8859,Highway Patrol,Suspended,1,N/A,Yes,Yellow,40,48,0.26,Not Conducted,No,Yes,Cash,Yes,2,
VLT103333,No Seatbelt,1993,Delhi,2032-02-16,14:08,Auto Rickshaw,Green,2008,Tamil Nadu,35,Female,Learner,8,Foggy,Wet,OFF2035,RTO,Expired,4,Yes,N/A,Green,60,74,0.42,Negative,Yes,Yes,Online,No,0,First Violation
VLT103334,Overloading,1035,Maharashtra,2032-02-17,18:43,Scooter,White,2012,Tamil Nadu,48,Female,Commercial,0,Dust Storm,Dry,OFF2709,RTO,Expired,3,No,Yes,Red,60,75,0.14,Not Conducted,Yes,Yes,Card,Yes,3,Repeat Offender
VLT103335,Drunk Driving,4634,West Bengal,2032-02-18,13:36,Scooter,Silver,2017,Maharashtra,33,Other,Commercial,9,Foggy,Under Construction,OFF3262,Local Police,Suspended,3,Yes,No,Red,40,82,0.29,Not Conducted,Yes,No,Card,No,0,Fine Paid On Spot
VLT103336,No Seatbelt,821,West Bengal,2032-02-19,17:14,Bus,Grey,1997,Delhi,69,Other,Learner,2,Cloudy,Dry,OFF8735,RTO,Valid,3,No,N/A,Yellow,40,54,0.13,Positive,Yes,No,Cash,No,4,Repeat Offender
VLT103337,Using Mobile Phone,4827,Delhi,2032-02-20,18:04,Truck,Yellow,2012,Gujarat,58,Other,Two-Wheeler,1,Clear,Dry,OFF1921,Traffic Police,Valid,5,N/A,N/A,Yellow,80,58,0.21,Positive,No,Yes,Online,No,0,Fine Paid On Spot
VLT103338,Using Mobile Phone,4954,Punjab,2032-02-21,04:07,Bike,Green,2001,Uttar Pradesh,60,Other,Heavy Vehicle,8,Cloudy,Under Construction,OFF5198,Highway Patrol,Suspended,4,Yes,No,Yellow,80,94,0.12,Positive,No,Yes,Cash,No,3,First Violation
VLT103339,No Seatbelt,3806,Punjab,2032-02-22,01:31,Auto Rickshaw,Yellow,2015,Delhi,69,Male,Two-Wheeler,6,Cloudy,Wet,OFF8611,Local Police,Valid,4,Yes,N/A,Yellow,50,111,0.29,Not Conducted,Yes,No,Online,Yes,4,
VLT103340,No Helmet,2395,Uttar Pradesh,2032-02-23,01:58,Car,Green,2019,West Bengal,64,Other,Commercial,7,Dust Storm,Potholes,OFF9137,Highway Patrol,Valid,2,No,No,Yellow,60,80,0.16,Negative,No,No,Online,Yes,3,Repeat Offender
VLT103341,Wrong Parking,2350,Punjab,2032-02-24,17:56,Auto Rickshaw,Yellow,2014,Tamil Nadu,44,Male,Learner,6,Cloudy,Potholes,OFF6605,RTO,Expired,1,N/A,No,Red,50,102,0.2,Negative,Yes,No,Card,Yes,2,
VLT103342,Over-speeding,2270,Punjab,2032-02-25,09:40,Bus,Blue,2002,Uttar Pradesh,53,Female,Four-Wheeler,2,Foggy,Under Construction,OFF6745,Highway Patrol,Valid,2,No,No,Yellow,100,95,0.27,Positive,Yes,No,Online,No,5,
VLT103343,Driving Without License,3566,Delhi,2032-02-26,14:44,Bike,Green,2002,Delhi,39,Male,Two-Wheeler,9,Dust Storm,Wet,OFF9600,Traffic Police,Valid,2,Yes,N/A,Green,50,37,0.26,Not Conducted,Yes,Yes,Card,No,5,Repeat Offender
VLT103344,Over-speeding,3081,Maharashtra,2032-02-27,23:12,Bike,White,2009,Gujarat,25,Male,Heavy Vehicle,4,Dust Storm,Under Construction,OFF9739,Highway Patrol,Expired,2,No,Yes,Red,80,46,0.13,Positive,Yes,No,Card,No,5,Repeat Offender
VLT103345,Drunk Driving,338,Punjab,2032-02-28,10:47,Car,Green,2019,West Bengal,44,Female,Learner,9,Clear,Slippery,OFF8534,Traffic Police,Valid,3,No,No,Green,30,33,0.2,Negative,Yes,Yes,Online,No,2,First Violation
VLT103346,Overloading,3943,Karnataka,2032-02-29,05:22,Scooter,Red,1998,Maharashtra,21,Female,Two-Wheeler,4,Foggy,Under Construction,OFF4293,Traffic Police,Expired,1,N/A,No,Green,50,120,0.38,Positive,Yes,Yes,Card,No,0,Repeat Offender
VLT103347,Over-speeding,3906,Karnataka,2032-03-01,11:41,Bike,Red,2021,Uttar Pradesh,23,Other,Four-Wheeler,2,Foggy,Under Construction,OFF3146,Local Police,Valid,3,No,N/A,Green,60,42,0.43,Positive,No,Yes,Online,Yes,5,
VLT103348,Signal Jumping,1825,Gujarat,2032-03-02,17:34,Car,White,2016,Tamil Nadu,22,Female,Learner,7,Dust Storm,Dry,OFF6968,RTO,Suspended,4,Yes,N/A,Red,30,118,0.12,Negative,Yes,No,Not Paid,No,4,First Violation
VLT103349,Using Mobile Phone,4840,Uttar Pradesh,2032-03-03,07:23,Car,Black,2004,Tamil Nadu,52,Female,Commercial,6,Dust Storm,Slippery,OFF4124,Highway Patrol,Expired,4,No,Yes,Yellow,100,88,0.29,Positive,Yes,No,Not Paid,No,5,Repeat Offender
VLT103350,Driving Without License,3435,Gujarat,2032-03-04,16:31,Scooter,Black,2004,Gujarat,56,Male,Four-Wheeler,1,Cloudy,Slippery,OFF8508,Highway Patrol,Valid,2,N/A,Yes,Green,80,28,0.13,Not Conducted,No,Yes,Card,No,0,First Violation
VLT103351,Drunk Driving,4964,Uttar Pradesh,2032-03-05,01:19,Car,Black,2010,Gujarat,31,Male,Heavy Vehicle,10,Dust Storm,Potholes,OFF6557,Traffic Police,Suspended,4,Yes,N/A,Red,50,95,0.42,Negative,No,No,Online,No,4,
VLT103352,No Helmet,4385,Karnataka,2032-03-06,05:43,Scooter,Red,2019,Maharashtra,44,Female,Two-Wheeler,9,Clear,Dry,OFF5502,Highway Patrol,Expired,2,N/A,Yes,Yellow,100,119,0.16,Negative,No,Yes,Card,Yes,1,
VLT103353,No Seatbelt,2302,Delhi,2032-03-07,10:36,Bike,Green,2007,Maharashtra,69,Other,Heavy Vehicle,3,Clear,Potholes,OFF5325,RTO,Valid,1,Yes,N/A,Green,80,63,0.2,Positive,No,No,Online,Yes,5,Repeat Offender
VLT103354,No Helmet,1821,Tamil Nadu,2032-03-08,20:40,Scooter,Grey,2020,Tamil Nadu,39,Female,Learner,0,Cloudy,Slippery,OFF3437,Local Police,Expired,3,Yes,No,Green,80,64,0.08,Negative,No,No,Not Paid,Yes,3,First Violation
VLT103355,Drunk Driving,2172,Maharashtra,2032-03-09,10:55,Scooter,White,2021,Gujarat,52,Male,Two-Wheeler,4,Dust Storm,Potholes,OFF9382,Traffic Police,Suspended,3,Yes,No,Red,30,99,0.36,Positive,Yes,No,Online,Yes,1,Fine Paid On Spot
VLT103356,Drunk Driving,2437,Punjab,2032-03-10,00:39,Bus,Blue,2007,Tamil Nadu,71,Female,Four-Wheeler,8,Cloudy,Dry,OFF4497,Local Police,Expired,3,No,Yes,Yellow,80,71,0.14,Not Conducted,Yes,Yes,Online,No,3,
VLT103357,Wrong Parking,2463,Delhi,2032-03-11,11:11,Auto Rickshaw,Red,2007,Uttar Pradesh,45,Female,Two-Wheeler,7,Foggy,Under Construction,OFF6308,Traffic Police,Expired,5,Yes,No,Yellow,80,87,0.26,Negative,Yes,No,Cash,Yes,2,First Violation
VLT103358,Signal Jumping,198,Gujarat,2032-03-12,02:36,Auto Rickshaw,White,2008,West Bengal,73,Other,Two-Wheeler,3,Clear,Wet,OFF1580,RTO,Valid,4,Yes,Yes,Red,100,69,0.11,Negative,Yes,No,Card,Yes,2,
VLT103359,Using Mobile Phone,472,Punjab,2032-03-13,19:25,Scooter,Blue,2011,Maharashtra,54,Male,Commercial,2,Foggy,Under Construction,OFF9450,Traffic Police,Expired,4,N/A,No,Red,40,83,0.09,Positive,No,No,Cash,No,2,
VLT103360,Signal Jumping,3688,Maharashtra,2032-03-14,11:55,Scooter,Green,2017,Gujarat,18,Other,Heavy Vehicle,2,Clear,Under Construction,OFF5750,Local Police,Expired,3,N/A,No,Yellow,60,23,0.36,Negative,No,No,Card,Yes,1,Fine Paid On Spot
VLT103361,Driving Without License,3810,Gujarat,2032-03-15,22:52,Auto Rickshaw,Grey,2015,Tamil Nadu,57,Male,Commercial,1,Foggy,Slippery,OFF8033,Traffic Police,Expired,4,N/A,No,Yellow,100,114,0.02,Positive,No,Yes,Card,Yes,4,First Violation
VLT103362,Drunk Driving,3061,Uttar Pradesh,2032-03-16,02:03,Bike,Blue,2013,Maharashtra,41,Male,Four-Wheeler,5,Rainy,Dry,OFF5493,Highway Patrol,Expired,5,N/A,Yes,Red,80,107,0.19,Negative,Yes,Yes,Online,Yes,0,Repeat Offender
VLT103363,Overloading,3212,Uttar Pradesh,2032-03-17,11:18,Bike,Grey,2019,West Bengal,50,Female,Commercial,2,Cloudy,Dry,OFF9102,Traffic Police,Expired,4,No,N/A,Yellow,100,110,0.48,Negative,No,Yes,Online,No,4,
VLT103364,No Seatbelt,4027,West Bengal,2032-03-18,20:11,Bike,Yellow,2018,West Bengal,66,Other,Four-Wheeler,9,Clear,Dry,OFF3749,Traffic Police,Valid,4,No,Yes,Red,100,83,0.38,Positive,No,No,Card,No,0,
VLT103365,Overloading,776,Tamil Nadu,2032-03-19,21:49,Auto Rickshaw,Red,2020,Uttar Pradesh,65,Male,Learner,7,Cloudy,Slippery,OFF4365,Local Police,Expired,4,N/A,No,Green,60,24,0.03,Positive,No,Yes,Cash,Yes,0,
VLT103366,No Seatbelt,498,West Bengal,2032-03-20,20:47,Truck,Grey,2015,Tamil Nadu,31,Male,Learner,8,Clear,Wet,OFF6997,RTO,Expired,3,N/A,Yes,Red,100,77,0.12,Not Conducted,Yes,No,Not Paid,No,0,Fine Paid On Spot
VLT103367,Drunk Driving,3186,Gujarat,2032-03-21,04:54,Car,White,1995,Uttar Pradesh,75,Female,Commercial,5,Rainy,Potholes,OFF4388,RTO,Suspended,3,No,N/A,Yellow,60,35,0.2,Not Conducted,No,No,Not Paid,Yes,3,First Violation
VLT103368,Signal Jumping,3532,Maharashtra,2032-03-22,06:32,Bus,Black,2010,Punjab,47,Male,Heavy Vehicle,0,Rainy,Slippery,OFF5869,Local Police,Suspended,5,N/A,N/A,Yellow,30,106,0.38,Negative,No,No,Card,No,0,Repeat Offender
VLT103369,Over-speeding,554,Gujarat,2032-03-23,11:13,Truck,Black,2005,West Bengal,30,Female,Heavy Vehicle,5,Dust Storm,Slippery,OFF1859,Highway Patrol,Suspended,5,No,No,Yellow,50,112,0.13,Positive,Yes,Yes,Online,Yes,4,
VLT103370,Wrong Parking,2900,Gujarat,2032-03-24,01:50,Auto Rickshaw,White,1996,West Bengal,62,Male,Commercial,5,Clear,Wet,OFF7804,Highway Patrol,Expired,3,No,No,Red,60,95,0.06,Negative,Yes,No,Online,No,0,Fine Paid On Spot
VLT103371,Drunk Driving,550,Maharashtra,2032-03-25,12:55,Truck,Yellow,2018,Tamil Nadu,57,Male,Learner,7,Rainy,Wet,OFF4697,Traffic Police,Valid,2,No,Yes,Green,60,118,0.07,Negative,No,Yes,Online,No,1,First Violation
VLT103372,Using Mobile Phone,3676,Tamil Nadu,2032-03-26,08:38,Bus,Grey,2001,Delhi,28,Male,Commercial,10,Rainy,Slippery,OFF9462,Local Police,Suspended,5,N/A,N/A,Green,100,26,0.21,Negative,No,No,Not Paid,No,1,Fine Paid On Spot
VLT103373,Using Mobile Phone,919,Karnataka,2032-03-27,02:10,Scooter,Blue,2010,Delhi,61,Female,Learner,2,Foggy,Slippery,OFF6517,RTO,Expired,3,No,N/A,Red,100,21,0.45,Negative,No,No,Not Paid,Yes,2,
VLT103374,Over-speeding,1776,Maharashtra,2032-03-28,02:18,Car,Green,1998,West Bengal,44,Other,Learner,3,Cloudy,Wet,OFF4929,RTO,Valid,5,No,Yes,Green,80,47,0.41,Negative,Yes,Yes,Not Paid,No,0,Fine Paid On Spot
VLT103375,Driving Without License,926,Karnataka,2032-03-29,21:51,Car,White,2022,Punjab,65,Other,Four-Wheeler,5,Clear,Wet,OFF4139,Traffic Police,Expired,4,No,N/A,Green,30,105,0.14,Negative,Yes,No,Online,Yes,5,First Violation
VLT103376,Wrong Parking,3525,Maharashtra,2032-03-30,16:29,Car,Black,2014,Tamil Nadu,61,Male,Learner,6,Foggy,Under Construction,OFF6865,Traffic Police,Expired,2,N/A,N/A,Green,80,103,0.46,Not Conducted,No,Yes,Not Paid,Yes,1,First Violation
VLT103377,Wrong Parking,3888,Maharashtra,2032-03-31,11:30,Truck,Yellow,1999,Uttar Pradesh,41,Other,Heavy Vehicle,8,Foggy,Dry,OFF4318,Highway Patrol,Expired,5,Yes,Yes,Green,30,57,0.21,Negative,Yes,Yes,Card,No,2,Repeat Offender
VLT103378,Wrong Parking,4700,Delhi,2032-04-01,11:48,Bike,Black,1999,Uttar Pradesh,40,Female,Commercial,4,Dust Storm,Wet,OFF8871,Traffic Police,Valid,3,N/A,N/A,Yellow,100,105,0.23,Not Conducted,Yes,No,Not Paid,Yes,2,Repeat Offender
VLT103379,No Helmet,1162,Gujarat,2032-04-02,21:32,Bus,Green,2018,West Bengal,50,Male,Two-Wheeler,4,Clear,Dry,OFF4256,RTO,Suspended,3,N/A,N/A,Red,60,94,0.21,Positive,No,Yes,Not Paid,No,1,Repeat Offender
VLT103380,Over-speeding,1791,Punjab,2032-04-03,15:07,Car,Black,2013,Uttar Pradesh,24,Other,Commercial,10,Rainy,Wet,OFF8223,Local Police,Valid,1,No,No,Yellow,100,37,0.29,Not Conducted,Yes,Yes,Online,Yes,3,Fine Paid On Spot
VLT103381,Using Mobile Phone,2455,Tamil Nadu,2032-04-04,21:29,Bike,Black,2019,Maharashtra,25,Female,Commercial,2,Clear,Under Construction,OFF7679,Local Police,Suspended,2,Yes,Yes,Red,100,70,0.1,Negative,Yes,Yes,Card,Yes,3,First Violation
VLT103382,No Seatbelt,4301,Maharashtra,2032-04-05,02:01,Bike,Grey,2008,Karnataka,73,Male,Two-Wheeler,1,Cloudy,Slippery,OFF7513,RTO,Expired,1,No,Yes,Green,50,50,0.16,Not Conducted,No,No,Online,Yes,0,Repeat Offender
VLT103383,Signal Jumping,1908,Karnataka,2032-04-06,09:23,Truck,Yellow,2021,West Bengal,20,Male,Four-Wheeler,7,Rainy,Potholes,OFF7098,Highway Patrol,Valid,5,N/A,Yes,Red,80,23,0.05,Negative,No,No,Not Paid,Yes,1,Fine Paid On Spot
VLT103384,No Seatbelt,3946,Delhi,2032-04-07,00:25,Bike,Blue,2002,Punjab,50,Female,Commercial,6,Rainy,Under Construction,OFF1860,Traffic Police,Expired,3,N/A,No,Red,30,81,0.07,Not Conducted,No,No,Card,Yes,4,First Violation
VLT103385,Driving Without License,4850,Karnataka,2032-04-08,16:49,Scooter,Yellow,2015,West Bengal,42,Female,Learner,1,Rainy,Under Construction,OFF1697,Traffic Police,Suspended,5,N/A,No,Green,60,104,0.5,Negative,Yes,No,Card,No,3,
VLT103386,No Helmet,3038,West Bengal,2032-04-09,08:06,Bike,Yellow,2013,Gujarat,23,Female,Two-Wheeler,2,Rainy,Wet,OFF1666,Local Police,Suspended,2,Yes,N/A,Yellow,40,75,0.22,Not Conducted,No,Yes,Not Paid,Yes,3,Fine Paid On Spot
VLT103387,Over-speeding,723,Tamil Nadu,2032-04-10,07:52,Auto Rickshaw,White,2014,Tamil Nadu,65,Male,Learner,0,Rainy,Slippery,OFF3234,Highway Patrol,Suspended,4,Yes,N/A,Yellow,50,43,0.04,Not Conducted,No,Yes,Not Paid,Yes,0,Repeat Offender
VLT103388,No Seatbelt,2399,Maharashtra,2032-04-11,15:09,Bike,Blue,2011,Delhi,39,Female,Learner,9,Foggy,Dry,OFF1680,Highway Patrol,Valid,3,N/A,N/A,Red,100,40,0.42,Negative,No,Yes,Card,No,4,First Violation
VLT103389,Wrong Parking,4481,Uttar Pradesh,2032-04-12,11:42,Auto Rickshaw,Grey,2020,Delhi,66,Female,Learner,3,Rainy,Slippery,OFF2348,Traffic Police,Suspended,2,N/A,N/A,Red,80,83,0.46,Positive,Yes,Yes,Not Paid,Yes,2,First Violation
VLT103390,Over-speeding,3037,Uttar Pradesh,2032-04-13,01:59,Truck,Silver,2015,Karnataka,22,Female,Commercial,10,Cloudy,Under Construction,OFF5163,Highway Patrol,Suspended,5,No,Yes,Red,30,67,0.36,Negative,No,No,Card,Yes,2,Repeat Offender
VLT103391,No Helmet,2335,Punjab,2032-04-14,13:01,Car,Red,2000,West Bengal,35,Male,Heavy Vehicle,6,Foggy,Dry,OFF4099,RTO,Expired,2,Yes,No,Red,30,110,0.24,Not Conducted,No,Yes,Card,No,2,First Violation
VLT103392,Driving Without License,1922,Maharashtra,2032-04-15,12:55,Auto Rickshaw,Yellow,2014,Punjab,68,Other,Heavy Vehicle,7,Rainy,Under Construction,OFF9321,Local Police,Expired,1,No,No,Yellow,50,60,0.01,Not Conducted,Yes,No,Online,Yes,5,First Violation
VLT103393,Drunk Driving,3649,West Bengal,2032-04-16,01:21,Bus,Grey,1996,Maharashtra,66,Male,Learner,2,Cloudy,Dry,OFF1229,Highway Patrol,Suspended,5,Yes,No,Yellow,80,112,0.25,Negative,No,Yes,Cash,Yes,5,Fine Paid On Spot
VLT103394,Drunk Driving,3070,Uttar Pradesh,2032-04-17,04:53,Auto Rickshaw,Silver,2003,Maharashtra,67,Other,Heavy Vehicle,9,Rainy,Potholes,OFF7132,Highway Patrol,Valid,4,No,N/A,Green,30,103,0.2,Positive,No,No,Not Paid,No,2,
VLT103395,Wrong Parking,3607,Delhi,2032-04-18,08:28,Truck,White,2003,Uttar Pradesh,62,Other,Heavy Vehicle,3,Clear,Potholes,OFF8997,Local Police,Valid,4,No,No,Green,40,26,0.16,Negative,No,Yes,Online,No,0,
VLT103396,Driving Without License,4775,Tamil Nadu,2032-04-19,09:22,Truck,Green,2008,Punjab,75,Other,Learner,4,Clear,Wet,OFF5235,Highway Patrol,Expired,4,N/A,No,Red,60,41,0.45,Not Conducted,Yes,No,Card,No,0,First Violation
VLT103397,Driving Without License,3894,Delhi,2032-04-20,08:51,Auto Rickshaw,Silver,2003,Uttar Pradesh,52,Other,Heavy Vehicle,5,Foggy,Wet,OFF5686,Highway Patrol,Suspended,2,N/A,N/A,Green,100,109,0.49,Negative,No,Yes,Card,Yes,4,Fine Paid On Spot
VLT103398,Driving Without License,800,West Bengal,2032-04-21,06:21,Car,Black,2003,Maharashtra,61,Other,Learner,5,Dust Storm,Wet,OFF2979,RTO,Suspended,4,No,Yes,Red,100,83,0.08,Positive,No,Yes,Card,No,0,Repeat Offender
VLT103399,Over-speeding,1576,Maharashtra,2032-04-22,19:15,Auto Rickshaw,Grey,2015,Maharashtra,59,Female,Learner,3,Cloudy,Dry,OFF2438,RTO,Expired,3,No,Yes,Green,80,45,0.05,Positive,Yes,No,Card,No,1,Fine Paid On Spot
VLT103400,No Helmet,3171,Uttar Pradesh,2032-04-23,07:04,Bike,White,2005,Karnataka,61,Other,Learner,2,Clear,Slippery,OFF5734,RTO,Suspended,2,Yes,N/A,Red,50,65,0.42,Positive,No,Yes,Not Paid,No,3,Repeat Offender
VLT103401,No Seatbelt,4907,Maharashtra,2032-04-24,21:37,Bus,Blue,2022,Uttar Pradesh,43,Other,Two-Wheeler,0,Foggy,Under Construction,OFF6854,RTO,Expired,5,Yes,Yes,Yellow,100,58,0.37,Positive,Yes,No,Cash,Yes,0,Repeat Offender
VLT103402,No Helmet,3719,Tamil Nadu,2032-04-25,00:22,Auto Rickshaw,Black,2005,West Bengal,45,Female,Heavy Vehicle,4,Dust Storm,Wet,OFF8918,Traffic Police,Expired,5,N/A,Yes,Red,60,104,0.41,Positive,Yes,Yes,Card,Yes,4,Fine Paid On Spot
VLT103403,Wrong Parking,2703,Tamil Nadu,2032-04-26,10:00,Scooter,White,2003,Maharashtra,25,Female,Heavy Vehicle,5,Dust Storm,Potholes,OFF5199,Local Police,Expired,3,N/A,N/A,Red,50,113,0.18,Negative,Yes,Yes,Cash,No,2,First Violation
VLT103404,Wrong Parking,4670,Karnataka,2032-04-27,14:52,Bus,Blue,2021,Tamil Nadu,55,Male,Two-Wheeler,2,Clear,Dry,OFF8447,Highway Patrol,Expired,1,Yes,Yes,Yellow,60,116,0.04,Positive,Yes,No,Cash,Yes,1,First Violation
VLT103405,Over-speeding,1368,Punjab,2032-04-28,22:43,Truck,Yellow,2022,Uttar Pradesh,56,Female,Two-Wheeler,7,Rainy,Slippery,OFF1825,RTO,Suspended,4,N/A,Yes,Yellow,40,79,0.44,Negative,No,No,Cash,Yes,4,Repeat Offender
VLT103406,Wrong Parking,2016,Punjab,2032-04-29,16:25,Bus,Grey,2012,Gujarat,23,Male,Commercial,5,Clear,Wet,OFF9154,Traffic Police,Valid,3,No,Yes,Green,30,20,0.03,Not Conducted,Yes,No,Not Paid,Yes,2,Fine Paid On Spot
VLT103407,Over-speeding,2148,Delhi,2032-04-30,19:07,Bike,Red,2003,Delhi,35,Male,Commercial,5,Cloudy,Potholes,OFF7736,Local Police,Expired,3,No,No,Green,80,95,0.17,Positive,Yes,No,Not Paid,No,2,
VLT103408,Overloading,3851,Maharashtra,2032-05-01,17:51,Bike,Blue,2001,Delhi,30,Other,Heavy Vehicle,2,Rainy,Dry,OFF2564,Highway Patrol,Suspended,1,N/A,N/A,Red,50,63,0.01,Negative,No,No,Card,No,5,First Violation
VLT103409,Drunk Driving,4531,West Bengal,2032-05-02,17:00,Car,White,2012,Punjab,56,Female,Two-Wheeler,8,Cloudy,Under Construction,OFF6754,Highway Patrol,Expired,5,Yes,N/A,Yellow,80,119,0.44,Not Conducted,Yes,Yes,Cash,No,3,
VLT103410,No Seatbelt,1404,Gujarat,2032-05-03,21:11,Bike,White,1997,West Bengal,21,Male,Commercial,8,Rainy,Under Construction,OFF7350,Highway Patrol,Valid,4,Yes,Yes,Yellow,50,34,0.46,Positive,No,Yes,Cash,No,2,Fine Paid On Spot
